#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Iqgap1	Tfrc	10116.ENSRNOP00000018021	10116.ENSRNOP00000002407	0	0	0	0	0	0	0.400	0	0.400
Iqgap1	Slk	10116.ENSRNOP00000018021	10116.ENSRNOP00000015496	0	0	0	0	0	0	0.400	0	0.400
Iqgap1	Pak2	10116.ENSRNOP00000018021	10116.ENSRNOP00000065949	0	0	0	0	0	0.058	0.400	0	0.410
Iqgap1	Pak1	10116.ENSRNOP00000018021	10116.ENSRNOP00000073036	0	0	0	0	0	0.058	0.400	0	0.410
Iqgap1	Sptan1	10116.ENSRNOP00000018021	10116.ENSRNOP00000072038	0	0	0	0	0	0.061	0.400	0	0.412
Iqgap1	Vcl	10116.ENSRNOP00000018021	10116.ENSRNOP00000074748	0	0	0	0	0	0	0.400	0	0.400
Iqgap1	Tln1	10116.ENSRNOP00000018021	10116.ENSRNOP00000022401	0	0	0	0	0	0	0.400	0	0.400
Itga5	Lyn	10116.ENSRNOP00000071805	10116.ENSRNOP00000011130	0	0	0	0	0	0.051	0.900	0	0.901
Itga5	Tln1	10116.ENSRNOP00000071805	10116.ENSRNOP00000022401	0	0	0	0	0	0.073	0.650	0	0.661
Itga5	Pxn	10116.ENSRNOP00000071805	10116.ENSRNOP00000043928	0	0	0	0	0	0.118	0.900	0	0.908
Kpna4	Kpnb1	10116.ENSRNOP00000014384	10116.ENSRNOP00000012376	0	0	0	0	0	0.538	0.720	0	0.865
Krt5	Krt75	10116.ENSRNOP00000073248	10116.ENSRNOP00000070762	0	0	0	0.967	0	0	0.400	0	0.400
Lman2	Napa	10116.ENSRNOP00000021638	10116.ENSRNOP00000002044	0	0	0	0	0	0	0.500	0	0.499
Ltf	Tfrc	10116.ENSRNOP00000048806	10116.ENSRNOP00000002407	0	0	0	0	0	0.545	0	0	0.545
Myh14	Pak2	10116.ENSRNOP00000072636	10116.ENSRNOP00000065949	0	0	0	0	0	0	0.500	0	0.499
Myh14	Myl6	10116.ENSRNOP00000072636	10116.ENSRNOP00000070200	0	0	0	0	0	0.257	0.900	0	0.922
Myh14	Pak1	10116.ENSRNOP00000072636	10116.ENSRNOP00000073036	0	0	0	0	0	0	0.500	0	0.499
Myl6	Tln1	10116.ENSRNOP00000070200	10116.ENSRNOP00000022401	0	0	0	0	0	0	0.500	0	0.499
Myl6	Pxn	10116.ENSRNOP00000070200	10116.ENSRNOP00000043928	0	0	0	0	0	0.074	0.500	0	0.517
Myl6	Ppp1cc	10116.ENSRNOP00000070200	10116.ENSRNOP00000047912	0	0	0	0	0	0.162	0.900	0	0.912
Myl6	Pak2	10116.ENSRNOP00000070200	10116.ENSRNOP00000065949	0	0	0	0	0	0.100	0.500	0	0.530
Myl6	Pak1	10116.ENSRNOP00000070200	10116.ENSRNOP00000073036	0	0	0	0	0	0.100	0.500	0	0.530
Myl6	Vcl	10116.ENSRNOP00000070200	10116.ENSRNOP00000074748	0	0	0	0	0	0.098	0.500	0	0.529
Myl6	Myo5a	10116.ENSRNOP00000070200	10116.ENSRNOP00000073223	0	0	0	0	0	0.308	0.720	0	0.797
Myo1a	Myo1c	10116.ENSRNOP00000005575	10116.ENSRNOP00000028929	0	0	0	0.910	0	0.184	0.720	0	0.761
Napa	Tfrc	10116.ENSRNOP00000002044	10116.ENSRNOP00000002407	0	0	0	0	0	0	0.500	0	0.499
Napa	Stx12	10116.ENSRNOP00000002044	10116.ENSRNOP00000069420	0	0	0	0	0	0.655	0.720	0	0.899
Nsfl1c	Tfrc	10116.ENSRNOP00000011654	10116.ENSRNOP00000002407	0	0	0	0	0	0	0.400	0	0.400
Nsfl1c	Pak1	10116.ENSRNOP00000011654	10116.ENSRNOP00000073036	0	0	0	0	0	0.045	0.400	0	0.402
Nsfl1c	Pak2	10116.ENSRNOP00000011654	10116.ENSRNOP00000065949	0	0	0	0	0	0.045	0.400	0	0.402
Ogdh	Suclg2	10116.ENSRNOP00000068674	10116.ENSRNOP00000060990	0	0	0	0	0	0.069	0.935	0	0.936
Pak1	Tfrc	10116.ENSRNOP00000073036	10116.ENSRNOP00000002407	0	0	0	0	0	0	0.400	0	0.400
Pak1	Pak2	10116.ENSRNOP00000073036	10116.ENSRNOP00000065949	0	0	0	0.978	0	0.158	0.900	0	0.912
Pak1	Sptan1	10116.ENSRNOP00000073036	10116.ENSRNOP00000072038	0	0	0	0	0	0.061	0.400	0	0.412
Pak2	Tfrc	10116.ENSRNOP00000065949	10116.ENSRNOP00000002407	0	0	0	0	0	0	0.400	0	0.400
Pak2	Sptan1	10116.ENSRNOP00000065949	10116.ENSRNOP00000072038	0	0	0	0	0	0.061	0.400	0	0.412
Prdx1	Prdx5	10116.ENSRNOP00000023132	10116.ENSRNOP00000028687	0	0	0	0	0	0.337	0.400	0	0.585
Prdx3	Prdx5	10116.ENSRNOP00000015186	10116.ENSRNOP00000028687	0	0	0	0	0	0.337	0.800	0	0.861
Psma1	Psmd12	10116.ENSRNOP00000015946	10116.ENSRNOP00000004283	0	0	0	0	0	0.987	0	0	0.987
Psma1	Uchl3	10116.ENSRNOP00000015946	10116.ENSRNOP00000012842	0	0	0	0	0	0	0.500	0	0.499
Psma1	Ubqln4	10116.ENSRNOP00000015946	10116.ENSRNOP00000026994	0	0	0	0	0	0.936	0	0	0.936
Psmd12	Uchl3	10116.ENSRNOP00000004283	10116.ENSRNOP00000012842	0	0	0	0	0	0	0.500	0	0.499
Psmd12	Ubqln4	10116.ENSRNOP00000004283	10116.ENSRNOP00000026994	0	0	0	0	0	0.936	0.360	0	0.957
Pxn	Tln1	10116.ENSRNOP00000043928	10116.ENSRNOP00000022401	0	0	0	0	0	0.288	0.800	0	0.851
Pxn	Vcl	10116.ENSRNOP00000043928	10116.ENSRNOP00000074748	0	0	0	0	0	0.593	0.800	0	0.915
Rack1-2	Rpl24	10116.ENSRNOP00000068758	10116.ENSRNOP00000002194	0	0	0	0	0	0.908	0	0	0.908
Rack1-2	Rpl32	10116.ENSRNOP00000068758	10116.ENSRNOP00000014493	0	0	0	0	0	0.895	0	0	0.895
Rack1-2	Rpl22	10116.ENSRNOP00000068758	10116.ENSRNOP00000014905	0	0	0	0	0	0.938	0	0	0.938
Rack1-2	Rpl23a	10116.ENSRNOP00000068758	10116.ENSRNOP00000036391	0	0	0	0	0	0.873	0	0	0.873
Rack1-2	Rps13	10116.ENSRNOP00000068758	10116.ENSRNOP00000036690	0	0	0	0	0	0.908	0	0	0.908
Rack1-2	Rpl30	10116.ENSRNOP00000068758	10116.ENSRNOP00000054398	0	0	0	0	0	0.878	0	0	0.878
Rack1-2	Rpl14	10116.ENSRNOP00000068758	10116.ENSRNOP00000073315	0	0	0	0	0	0.901	0	0	0.901
Rad23a	Ubqln4	10116.ENSRNOP00000074265	10116.ENSRNOP00000026994	0	0	0	0	0	0.419	0	0	0.418
Rpl14	Rpl24	10116.ENSRNOP00000073315	10116.ENSRNOP00000002194	0	0	0	0	0	0.908	0.800	0	0.980
Rpl14	Rpl32	10116.ENSRNOP00000073315	10116.ENSRNOP00000014493	0	0	0	0	0	0.896	0.800	0	0.978
Rpl14	Rpl22	10116.ENSRNOP00000073315	10116.ENSRNOP00000014905	0	0	0	0	0	0.940	0	0	0.940
Rpl14	Rpl23a	10116.ENSRNOP00000073315	10116.ENSRNOP00000036391	0	0	0	0	0	0.873	0	0	0.873
Rpl14	Rps13	10116.ENSRNOP00000073315	10116.ENSRNOP00000036690	0	0	0	0	0	0.908	0	0	0.908
Rpl14	Rpl30	10116.ENSRNOP00000073315	10116.ENSRNOP00000054398	0	0	0	0	0	0.878	0.800	0	0.974
Rpl22	Rpl24	10116.ENSRNOP00000014905	10116.ENSRNOP00000002194	0	0	0	0	0	0.952	0	0	0.952
Rpl22	Rpl32	10116.ENSRNOP00000014905	10116.ENSRNOP00000014493	0	0	0	0	0	0.927	0	0	0.927
Rpl22	Rpl30	10116.ENSRNOP00000014905	10116.ENSRNOP00000054398	0	0	0	0	0	0.901	0	0	0.901
Rpl22	Rpl23a	10116.ENSRNOP00000014905	10116.ENSRNOP00000036391	0	0	0	0	0	0.899	0	0	0.899
Rpl22	Rps13	10116.ENSRNOP00000014905	10116.ENSRNOP00000036690	0	0	0	0	0	0.937	0	0	0.937
Rpl23a	Rpl24	10116.ENSRNOP00000036391	10116.ENSRNOP00000002194	0	0	0	0	0	0.891	0	0	0.891
Rpl23a	Rpl32	10116.ENSRNOP00000036391	10116.ENSRNOP00000014493	0	0	0	0	0	0.863	0	0	0.863
Rpl23a	Tufm	10116.ENSRNOP00000036391	10116.ENSRNOP00000025203	0	0	0	0	0	0.529	0	0	0.529
Rpl23a	Rpl30	10116.ENSRNOP00000036391	10116.ENSRNOP00000054398	0	0	0	0	0	0.852	0	0	0.852
Rpl23a	Rps13	10116.ENSRNOP00000036391	10116.ENSRNOP00000036690	0	0	0	0	0	0.891	0	0	0.891
Rpl24	Rps13	10116.ENSRNOP00000002194	10116.ENSRNOP00000036690	0	0	0	0	0	0.938	0	0	0.938
Rpl24	Rpl30	10116.ENSRNOP00000002194	10116.ENSRNOP00000054398	0	0	0	0	0	0.893	0.800	0	0.977
Rpl24	Rpl32	10116.ENSRNOP00000002194	10116.ENSRNOP00000014493	0	0	0	0	0	0.903	0.800	0	0.979
Rpl30	Rpl32	10116.ENSRNOP00000054398	10116.ENSRNOP00000014493	0	0	0	0	0	0.866	0.800	0	0.972
Rpl30	Rps13	10116.ENSRNOP00000054398	10116.ENSRNOP00000036690	0	0	0	0	0	0.893	0	0	0.893
Rpl32	Rps13	10116.ENSRNOP00000014493	10116.ENSRNOP00000036690	0	0	0	0	0	0.899	0	0	0.899
Rps13	Tufm	10116.ENSRNOP00000036690	10116.ENSRNOP00000025203	0	0	0	0	0	0.705	0	0	0.705
Sdha	Suclg2	10116.ENSRNOP00000018336	10116.ENSRNOP00000060990	0	0	0	0	0	0.137	0.950	0	0.955
Septin1	Septin2	10116.ENSRNOP00000051893	10116.ENSRNOP00000024261	0	0	0	0.951	0	0.572	0.540	0	0.794
Septin2	Tuba4a	10116.ENSRNOP00000024261	10116.ENSRNOP00000004797	0	0	0	0	0	0.051	0.400	0	0.406
Septin2	Tubb5	10116.ENSRNOP00000024261	10116.ENSRNOP00000075269	0	0	0	0	0	0	0.400	0	0.400
Septin2	Tuba1a	10116.ENSRNOP00000024261	10116.ENSRNOP00000075232	0	0	0	0	0	0.051	0.400	0	0.406
Slk	Tfrc	10116.ENSRNOP00000015496	10116.ENSRNOP00000002407	0	0	0	0	0	0	0.400	0	0.400
Tln1	Tuba4a	10116.ENSRNOP00000022401	10116.ENSRNOP00000004797	0	0	0	0	0	0.060	0.400	0	0.411
Tln1	Vcl	10116.ENSRNOP00000022401	10116.ENSRNOP00000074748	0	0	0	0	0	0.789	0.800	0	0.955
Tuba1a	Tubb3	10116.ENSRNOP00000075232	10116.ENSRNOP00000023452	0	0	0	0.913	0	0.304	0.650	0	0.745
Tuba1a	Tubb5	10116.ENSRNOP00000075232	10116.ENSRNOP00000075269	0	0	0	0.917	0	0.304	0.650	0	0.745
Tuba1c	Tubb3	10116.ENSRNOP00000068603	10116.ENSRNOP00000023452	0	0	0	0.915	0	0.304	0.650	0	0.745
Tuba1c	Tubb5	10116.ENSRNOP00000068603	10116.ENSRNOP00000075269	0	0	0	0.918	0	0.304	0.650	0	0.745
Tuba3b	Tubb3	10116.ENSRNOP00000039152	10116.ENSRNOP00000023452	0	0	0	0.913	0	0.304	0.650	0	0.745
Tuba3b	Tubb5	10116.ENSRNOP00000039152	10116.ENSRNOP00000075269	0	0	0	0.917	0	0.304	0.650	0	0.745
Tuba4a	Vcl	10116.ENSRNOP00000004797	10116.ENSRNOP00000074748	0	0	0	0	0	0.067	0.400	0	0.416
Tuba4a	Tubb3	10116.ENSRNOP00000004797	10116.ENSRNOP00000023452	0	0	0	0.914	0	0.347	0.650	0	0.761
Tuba4a	Tubb5	10116.ENSRNOP00000004797	10116.ENSRNOP00000075269	0	0	0	0.918	0	0.304	0.650	0	0.745
Tuba8	Tubb3	10116.ENSRNOP00000065108	10116.ENSRNOP00000023452	0	0	0	0.911	0	0.304	0.650	0	0.745
Tuba8	Tubb5	10116.ENSRNOP00000065108	10116.ENSRNOP00000075269	0	0	0	0.914	0	0.304	0.650	0	0.745
Uba1	Uba6	10116.ENSRNOP00000033950	10116.ENSRNOP00000030667	0	0	0	0.897	0	0.078	0.500	0	0.519
