#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Efhd2	Mcam	10116.ENSRNOP00000018864	10116.ENSRNOP00000010464	0	0	0	0	0	0	0.400	0	0.400
Ehd1	Ehd4	10116.ENSRNOP00000051714	10116.ENSRNOP00000010701	0	0	0	0.978	0	0.518	0	0	0.518
Ero1a	Erp29	10116.ENSRNOP00000009404	10116.ENSRNOP00000001822	0	0	0	0	0	0	0.900	0	0.900
Ero1a	Pdia4	10116.ENSRNOP00000009404	10116.ENSRNOP00000008728	0	0	0	0	0	0.496	0.900	0	0.947
Fbxw8	Obsl1	10116.ENSRNOP00000069282	10116.ENSRNOP00000020673	0	0	0	0	0	0.142	0.360	0	0.427
Gbe1	Pygl	10116.ENSRNOP00000068640	10116.ENSRNOP00000009183	0	0	0	0	0	0.064	0.945	0	0.946
Gbe1	Pygb	10116.ENSRNOP00000068640	10116.ENSRNOP00000010158	0	0	0	0	0	0.064	0.945	0	0.946
Gbe1	Gys1	10116.ENSRNOP00000068640	10116.ENSRNOP00000028271	0	0	0	0	0	0.506	0.937	0	0.967
Got1	Ldhb	10116.ENSRNOP00000022309	10116.ENSRNOP00000017965	0	0	0	0	0	0.099	0.929	0	0.934
Got1	Idh1	10116.ENSRNOP00000022309	10116.ENSRNOP00000020322	0	0	0	0	0	0.064	0.800	0	0.804
Got1	Nup62cl	10116.ENSRNOP00000022309	10116.ENSRNOP00000075626	0	0	0	0	0	0.482	0	0	0.482
Hadh	Hibadh	10116.ENSRNOP00000014658	10116.ENSRNOP00000011069	0	0	0	0	0	0.125	0.900	0	0.908
Hmox1	Hmox2	10116.ENSRNOP00000019192	10116.ENSRNOP00000005031	0	0	0	0.923	0	0	0.900	0	0.900
Hmox1	Sgta	10116.ENSRNOP00000019192	10116.ENSRNOP00000026960	0	0	0	0	0	0	0.500	0	0.499
Hspa12b	Hsph1	10116.ENSRNOP00000028856	10116.ENSRNOP00000001201	0	0	0	0	0	0.273	0.400	0	0.545
Hspa12b	Hspa5	10116.ENSRNOP00000028856	10116.ENSRNOP00000025064	0	0	0	0	0	0.177	0.500	0	0.570
Hspa5	Hsph1	10116.ENSRNOP00000025064	10116.ENSRNOP00000001201	0	0	0	0.756	0	0.252	0.400	0	0.532
Hspa5	Sdf2l1	10116.ENSRNOP00000025064	10116.ENSRNOP00000002540	0	0	0	0	0	0.284	0.720	0	0.790
Hspa5	Pdia4	10116.ENSRNOP00000025064	10116.ENSRNOP00000008728	0	0	0	0	0	0.662	0.720	0	0.901
Hspa5	Manf	10116.ENSRNOP00000025064	10116.ENSRNOP00000019107	0	0	0	0	0	0.969	0	0	0.969
Hspa5	Ppib	10116.ENSRNOP00000025064	10116.ENSRNOP00000022828	0	0	0	0	0	0.249	0.720	0	0.780
Hspa5	Tapbp	10116.ENSRNOP00000025064	10116.ENSRNOP00000045630	0	0	0	0	0	0.063	0.500	0	0.511
Igf2r	Tfrc	10116.ENSRNOP00000021840	10116.ENSRNOP00000002407	0	0	0	0	0	0	0.400	0	0.400
Igf2r	Scarb2	10116.ENSRNOP00000021840	10116.ENSRNOP00000003052	0	0	0	0	0	0	0.400	0	0.400
Impact	Phgdh	10116.ENSRNOP00000064200	10116.ENSRNOP00000053019	0	0	0	0	0	0	0.515	0	0.515
Itga6	Lama1	10116.ENSRNOP00000002075	10116.ENSRNOP00000023224	0	0	0	0	0	0.100	0.650	0	0.671
Itga6	Lama5	10116.ENSRNOP00000002075	10116.ENSRNOP00000074084	0	0	0	0	0	0.770	0.650	0	0.916
LOC102555086	Ppib	10116.ENSRNOP00000068391	10116.ENSRNOP00000022828	0	0	0	0	0	0.100	0.800	0	0.812
Lama1	Lama5	10116.ENSRNOP00000023224	10116.ENSRNOP00000074084	0	0	0	0.645	0	0.169	0.720	0	0.757
Lman2	Uso1	10116.ENSRNOP00000021638	10116.ENSRNOP00000003277	0	0	0	0	0	0	0.500	0	0.499
Manf	Tuba4a	10116.ENSRNOP00000019107	10116.ENSRNOP00000004797	0	0	0	0	0	0	0.400	0	0.400
Mcam	Tfrc	10116.ENSRNOP00000010464	10116.ENSRNOP00000002407	0	0	0	0	0	0.100	0.400	0	0.436
Mcam	Shmt2	10116.ENSRNOP00000010464	10116.ENSRNOP00000011082	0	0	0	0	0	0.041	0.400	0	0.400
Mthfd1l	Shmt2	10116.ENSRNOP00000026564	10116.ENSRNOP00000011082	0	0	0	0	0	0.174	0.938	0	0.946
Nt5c3a	Upp1	10116.ENSRNOP00000071357	10116.ENSRNOP00000006765	0	0	0	0	0	0	0.900	0	0.900
Nup62cl	Plekha7	10116.ENSRNOP00000075626	10116.ENSRNOP00000074003	0	0	0	0	0	0	0.540	0	0.540
Pdia4	Sdf2l1	10116.ENSRNOP00000008728	10116.ENSRNOP00000002540	0	0	0	0	0	0.125	0.720	0	0.744
Pdia4	Tapbp	10116.ENSRNOP00000008728	10116.ENSRNOP00000045630	0	0	0	0	0	0.536	0	0	0.536
Pdia4	Ppib	10116.ENSRNOP00000008728	10116.ENSRNOP00000022828	0	0	0	0	0	0.433	0.720	0	0.834
Pgm2	Upp1	10116.ENSRNOP00000002977	10116.ENSRNOP00000006765	0	0	0	0	0	0	0.408	0	0.408
Phgdh	Shmt2	10116.ENSRNOP00000053019	10116.ENSRNOP00000011082	0	0	0	0	0	0.051	0.408	0	0.414
Ppib	Sdf2l1	10116.ENSRNOP00000022828	10116.ENSRNOP00000002540	0	0	0	0	0	0.124	0.720	0	0.744
Pygb	Pygl	10116.ENSRNOP00000010158	10116.ENSRNOP00000009183	0	0	0	0.980	0	0.420	0.900	0	0.939
Ruvbl2	Sdf2l1	10116.ENSRNOP00000028217	10116.ENSRNOP00000002540	0	0	0	0	0	0.060	0.720	0	0.725
Scarb2	Tfrc	10116.ENSRNOP00000003052	10116.ENSRNOP00000002407	0	0	0	0	0	0	0.400	0	0.400
Shmt2	Tfrc	10116.ENSRNOP00000011082	10116.ENSRNOP00000002407	0	0	0	0	0	0	0.400	0	0.400
Sptan1	Uso1	10116.ENSRNOP00000072038	10116.ENSRNOP00000003277	0	0	0	0	0	0	0.500	0	0.499
Sptan1	Tmed7	10116.ENSRNOP00000072038	10116.ENSRNOP00000004942	0	0	0	0	0	0	0.500	0	0.499
Sptan1	Tmed3	10116.ENSRNOP00000072038	10116.ENSRNOP00000018603	0	0	0	0	0	0	0.500	0	0.499
Tmed3	Uso1	10116.ENSRNOP00000018603	10116.ENSRNOP00000003277	0	0	0	0	0	0	0.500	0	0.499
Tmed3	Tmed7	10116.ENSRNOP00000018603	10116.ENSRNOP00000004942	0	0	0	0.965	0	0	0.500	0	0.499
Tmed7	Uso1	10116.ENSRNOP00000004942	10116.ENSRNOP00000003277	0	0	0	0	0	0	0.500	0	0.499
Tuba4a	Tubb3	10116.ENSRNOP00000004797	10116.ENSRNOP00000023452	0	0	0	0.914	0	0.347	0.650	0	0.761
